Sun Feb  5 15:28:41 2023,1675600089,4.81
Sun Feb  5 15:29:04 2023,1675600126,2.04
Sun Feb  5 15:29:25 2023,1675600149,1.93
Sun Feb  5 15:30:39 2023,1675600170,39.64
Sun Feb  5 15:30:54 2023,1675600243,1.47
Sun Feb  5 15:31:24 2023,1675600260,2.95
Sun Feb  5 15:31:36 2023,1675600289,1.13
Sun Feb  5 15:31:57 2023,1675600301,1.83
Sun Feb  5 15:32:11 2023,1675600322,1.21
Sun Feb  5 15:32:53 2023,1675600336,6.70
Sun Feb  5 15:33:07 2023,1675600379,1.16
Sun Feb  5 15:33:28 2023,1675600392,1.80
Sun Feb  5 15:33:48 2023,1675600413,1.86
Sun Feb  5 15:34:05 2023,1675600434,1.38
Sun Feb  5 15:34:45 2023,1675600450,5.86
Sun Feb  5 15:35:07 2023,1675600490,1.83
Sun Feb  5 15:36:03 2023,1675600511,16.89
Sun Feb  5 15:36:48 2023,1675600569,7.76
Sun Feb  5 15:37:09 2023,1675600614,1.84
Sun Feb  5 15:37:37 2023,1675600635,2.75
Sun Feb  5 15:38:36 2023,1675600662,17.63
Sun Feb  5 15:38:49 2023,1675600721,1.13
Sun Feb  5 15:39:07 2023,1675600734,1.42
Sun Feb  5 15:39:35 2023,1675600750,3.18
Sun Feb  5 15:39:52 2023,1675600781,1.46
Sun Feb  5 15:40:07 2023,1675600798,1.09
Sun Feb  5 15:40:24 2023,1675600810,1.61
Sun Feb  5 15:40:55 2023,1675600829,3.49
Sun Feb  5 15:41:20 2023,1675600860,2.43
Sun Feb  5 15:41:32 2023,1675600886,1.06
