Sun Feb  5 11:47:21 2023,1675586793,4.27
Sun Feb  5 11:47:21 2023,1675586828,1.61
Sun Feb  5 11:47:36 2023,1675586847,1.17
Sun Feb  5 11:47:47 2023,1675586861,1.07
Sun Feb  5 11:48:17 2023,1675586872,3.27
Sun Feb  5 11:48:47 2023,1675586903,2.96
Sun Feb  5 11:49:22 2023,1675586932,4.61
Sun Feb  5 11:49:46 2023,1675586968,2.10
Sun Feb  5 11:50:02 2023,1675586991,1.39
Sun Feb  5 11:50:18 2023,1675587008,1.37
Sun Feb  5 11:50:29 2023,1675587024,1.00
Sun Feb  5 11:50:56 2023,1675587034,2.67
Sun Feb  5 11:51:09 2023,1675587061,1.13
Sun Feb  5 11:51:53 2023,1675587074,7.41
Sun Feb  5 11:52:18 2023,1675587118,2.39
Sun Feb  5 11:52:29 2023,1675587144,1.00
Sun Feb  5 11:53:44 2023,1675587155,46.67
Sun Feb  5 11:54:09 2023,1675587229,2.33
Sun Feb  5 11:54:19 2023,1675587254,1.00
Sun Feb  5 11:54:49 2023,1675587265,3.16
Sun Feb  5 11:55:13 2023,1675587295,2.13
Sun Feb  5 11:55:23 2023,1675587318,1.00
Sun Feb  5 11:55:51 2023,1675587329,2.70
Sun Feb  5 11:56:13 2023,1675587356,2.01
Sun Feb  5 11:56:33 2023,1675587379,1.76
Sun Feb  5 11:56:46 2023,1675587399,1.08
Sun Feb  5 11:57:53 2023,1675587411,29.51
Sun Feb  5 11:58:33 2023,1675587478,6.04
Sun Feb  5 11:59:01 2023,1675587519,2.62
Sun Feb  5 11:59:13 2023,1675587546,1.15
Sun Feb  5 11:59:39 2023,1675587559,2.40
Sun Feb  5 12:00:02 2023,1675587584,2.05
Sun Feb  5 12:00:18 2023,1675587607,1.34
Sun Feb  5 12:00:31 2023,1675587623,1.17
Sun Feb  5 12:00:46 2023,1675587636,1.33
Sun Feb  5 12:01:03 2023,1675587652,1.41
Sun Feb  5 12:01:25 2023,1675587668,2.04
Sun Feb  5 12:01:43 2023,1675587691,1.55
Sun Feb  5 12:01:56 2023,1675587709,1.10
Sun Feb  5 12:02:10 2023,1675587721,1.19
Sun Feb  5 12:02:27 2023,1675587735,1.33
Sun Feb  5 12:02:41 2023,1675587751,1.35
Sun Feb  5 12:02:55 2023,1675587766,1.23
Sun Feb  5 12:03:26 2023,1675587781,3.38
Sun Feb  5 12:03:39 2023,1675587812,1.13
Sun Feb  5 12:03:51 2023,1675587824,1.09
Sun Feb  5 12:04:19 2023,1675587837,2.82
Sun Feb  5 12:06:12 2023,1675587865,454.48
Sun Feb  5 12:06:33 2023,1675587977,1.93
Sun Feb  5 12:06:51 2023,1675587999,1.44
Sun Feb  5 12:07:08 2023,1675588016,1.52
Sun Feb  5 12:07:44 2023,1675588034,4.50
Sun Feb  5 12:08:16 2023,1675588070,3.69
Sun Feb  5 12:09:01 2023,1675588102,7.50
Sun Feb  5 12:09:13 2023,1675588147,1.06
Sun Feb  5 12:09:48 2023,1675588158,4.32
Sun Feb  5 12:10:00 2023,1675588193,1.11
Sun Feb  5 12:10:23 2023,1675588206,2.03
Sun Feb  5 12:11:07 2023,1675588229,7.35
Sun Feb  5 12:11:33 2023,1675588273,2.54
Sun Feb  5 12:12:02 2023,1675588299,2.87
Sun Feb  5 12:12:23 2023,1675588327,1.83
Sun Feb  5 12:12:55 2023,1675588348,3.59
Sun Feb  5 12:13:15 2023,1675588380,1.78
Sun Feb  5 12:13:33 2023,1675588401,1.61
Sun Feb  5 12:14:17 2023,1675588419,7.14
Sun Feb  5 12:14:33 2023,1675588463,1.39
Sun Feb  5 12:14:49 2023,1675588479,1.38
Sun Feb  5 12:15:07 2023,1675588495,1.46
Sun Feb  5 12:15:22 2023,1675588512,1.30
Sun Feb  5 12:15:43 2023,1675588527,1.87
Sun Feb  5 12:16:01 2023,1675588549,1.58
Sun Feb  5 12:17:29 2023,1675588567,101.08
Sun Feb  5 12:17:58 2023,1675588655,3.06
Sun Feb  5 12:18:14 2023,1675588684,1.34
Sun Feb  5 12:18:34 2023,1675588700,1.72
Sun Feb  5 12:19:21 2023,1675588720,8.54
Sun Feb  5 12:20:07 2023,1675588766,8.80
Sun Feb  5 12:20:23 2023,1675588813,1.26
Sun Feb  5 12:20:53 2023,1675588828,3.30
Sun Feb  5 12:21:20 2023,1675588858,2.68
Sun Feb  5 12:21:50 2023,1675588886,3.21
Sun Feb  5 12:22:18 2023,1675588916,2.80
Sun Feb  5 12:22:32 2023,1675588944,1.19
Sun Feb  5 12:22:44 2023,1675588957,1.07
Sun Feb  5 12:23:07 2023,1675588969,2.13
Sun Feb  5 12:23:32 2023,1675588993,2.32
Sun Feb  5 12:23:58 2023,1675589018,2.52
Sun Feb  5 12:24:19 2023,1675589044,1.87
Sun Feb  5 12:24:30 2023,1675589065,1.03
Sun Feb  5 12:24:41 2023,1675589076,1.01
Sun Feb  5 12:25:04 2023,1675589087,1.98
Sun Feb  5 12:25:21 2023,1675589109,1.45
Sun Feb  5 12:25:36 2023,1675589126,1.30
Sun Feb  5 12:26:21 2023,1675589141,7.62
Sun Feb  5 12:26:37 2023,1675589186,1.35
Sun Feb  5 12:27:44 2023,1675589202,30.98
Sun Feb  5 12:28:13 2023,1675589270,2.93
Sun Feb  5 12:28:34 2023,1675589299,1.79
Sun Feb  5 12:28:45 2023,1675589319,1.02
Sun Feb  5 12:29:07 2023,1675589330,1.99
Sun Feb  5 12:29:26 2023,1675589352,1.65
Sun Feb  5 12:29:48 2023,1675589372,1.91
Sun Feb  5 12:30:16 2023,1675589393,2.91
Sun Feb  5 12:30:31 2023,1675589422,1.27
Sun Feb  5 12:30:45 2023,1675589436,1.17
Sun Feb  5 12:31:11 2023,1675589450,2.54
Sun Feb  5 12:31:23 2023,1675589476,1.13
Sun Feb  5 12:31:36 2023,1675589489,1.11
Sun Feb  5 12:31:47 2023,1675589501,1.05
Sun Feb  5 12:32:36 2023,1675589513,9.58
Sun Feb  5 12:33:19 2023,1675589561,6.80
Sun Feb  5 12:33:46 2023,1675589604,2.67
Sun Feb  5 12:34:00 2023,1675589631,1.27
Sun Feb  5 12:34:13 2023,1675589646,1.07
Sun Feb  5 12:34:34 2023,1675589658,1.96
Sun Feb  5 12:34:50 2023,1675589680,1.29
Sun Feb  5 12:35:16 2023,1675589695,2.54
Sun Feb  5 12:35:37 2023,1675589721,1.64
Sun Feb  5 12:35:50 2023,1675589740,1.35
Sun Feb  5 12:36:13 2023,1675589756,2.06
Sun Feb  5 12:36:29 2023,1675589779,1.35
Sun Feb  5 12:36:48 2023,1675589795,1.58
Sun Feb  5 12:37:50 2023,1675589813,21.97
Sun Feb  5 12:38:03 2023,1675589875,1.20
Sun Feb  5 12:38:43 2023,1675589889,5.79
Sun Feb  5 12:39:05 2023,1675589929,1.80
Sun Feb  5 12:39:54 2023,1675589950,10.93
Sun Feb  5 12:40:21 2023,1675590000,2.45
Sun Feb  5 12:40:45 2023,1675590026,2.34
Sun Feb  5 12:41:07 2023,1675590051,1.95
Sun Feb  5 12:41:31 2023,1675590073,2.16
Sun Feb  5 12:41:42 2023,1675590096,1.00
Sun Feb  5 12:42:24 2023,1675590107,6.74
Sun Feb  5 12:42:52 2023,1675590150,2.79
Sun Feb  5 12:43:20 2023,1675590178,2.77
Sun Feb  5 12:44:07 2023,1675590205,8.51
Sun Feb  5 12:44:27 2023,1675590252,1.76
Sun Feb  5 12:45:27 2023,1675590272,19.81
Sun Feb  5 12:46:11 2023,1675590333,7.22
Sun Feb  5 12:46:35 2023,1675590376,2.19
Sun Feb  5 12:46:49 2023,1675590400,1.23
Sun Feb  5 12:47:01 2023,1675590414,1.10
Sun Feb  5 12:47:23 2023,1675590427,1.93
Sun Feb  5 12:47:42 2023,1675590448,1.66
Sun Feb  5 12:48:18 2023,1675590468,4.58
Sun Feb  5 12:48:44 2023,1675590504,2.40
Sun Feb  5 12:49:03 2023,1675590529,1.69
Sun Feb  5 12:49:41 2023,1675590549,5.30
Sun Feb  5 12:50:09 2023,1675590587,2.80
Sun Feb  5 12:50:45 2023,1675590615,4.39
Sun Feb  5 12:51:26 2023,1675590651,5.80
Sun Feb  5 12:51:43 2023,1675590691,1.43
Sun Feb  5 12:52:11 2023,1675590707,3.01
Sun Feb  5 12:52:29 2023,1675590737,1.52
Sun Feb  5 12:52:41 2023,1675590754,1.12
Sun Feb  5 12:53:24 2023,1675590767,6.98
Sun Feb  5 12:53:57 2023,1675590810,3.73
Sun Feb  5 12:54:12 2023,1675590843,1.27
Sun Feb  5 12:54:25 2023,1675590858,1.12
Sun Feb  5 12:54:37 2023,1675590870,1.07
Sun Feb  5 12:54:54 2023,1675590882,1.53
Sun Feb  5 12:55:48 2023,1675590900,13.02
Sun Feb  5 12:56:00 2023,1675590954,1.00
Sun Feb  5 12:56:17 2023,1675590964,1.54
Sun Feb  5 12:56:30 2023,1675590982,1.12
Sun Feb  5 12:56:52 2023,1675590995,1.99
Sun Feb  5 12:57:07 2023,1675591017,1.30
Sun Feb  5 12:57:17 2023,1675591032,1.00
Sun Feb  5 12:57:49 2023,1675591043,3.48
Sun Feb  5 12:58:05 2023,1675591075,1.36
Sun Feb  5 12:58:19 2023,1675591090,1.21
Sun Feb  5 12:59:38 2023,1675591104,59.71
Sun Feb  5 12:59:54 2023,1675591183,1.30
Sun Feb  5 13:00:42 2023,1675591198,9.83
Sun Feb  5 13:00:54 2023,1675591247,1.06
Sun Feb  5 13:01:11 2023,1675591259,1.47
Sun Feb  5 13:01:27 2023,1675591276,1.35
Sun Feb  5 13:01:39 2023,1675591292,1.06
Sun Feb  5 13:01:52 2023,1675591304,1.21
Sun Feb  5 13:02:06 2023,1675591318,1.20
Sun Feb  5 13:02:38 2023,1675591332,3.46
Sun Feb  5 13:03:01 2023,1675591363,2.11
Sun Feb  5 13:03:15 2023,1675591386,1.17
Sun Feb  5 13:03:37 2023,1675591400,1.91
Sun Feb  5 13:04:06 2023,1675591421,3.23
Sun Feb  5 13:04:33 2023,1675591452,2.72
Sun Feb  5 13:04:44 2023,1675591479,1.00
Sun Feb  5 13:05:24 2023,1675591490,5.84
Sun Feb  5 13:05:39 2023,1675591530,1.26
Sun Feb  5 13:05:59 2023,1675591545,1.75
Sun Feb  5 13:06:32 2023,1675591565,3.71
Sun Feb  5 13:07:02 2023,1675591597,3.34
Sun Feb  5 13:07:15 2023,1675591628,1.11
Sun Feb  5 13:07:51 2023,1675591641,4.59
Sun Feb  5 13:08:17 2023,1675591677,2.43
Sun Feb  5 13:08:31 2023,1675591702,1.22
Sun Feb  5 13:09:16 2023,1675591716,7.74
Sun Feb  5 13:09:27 2023,1675591761,1.00
Sun Feb  5 13:09:40 2023,1675591772,1.21
Sun Feb  5 13:09:55 2023,1675591786,1.27
Sun Feb  5 13:10:15 2023,1675591801,1.70
Sun Feb  5 13:11:50 2023,1675591820,158.03
Sun Feb  5 13:13:06 2023,1675591916,45.74
Sun Feb  5 13:13:24 2023,1675591990,1.68
Sun Feb  5 13:14:52 2023,1675592009,101.77
Sun Feb  5 13:15:05 2023,1675592097,1.17
Sun Feb  5 13:15:18 2023,1675592111,1.15
Sun Feb  5 13:15:38 2023,1675592124,1.74
Sun Feb  5 13:16:12 2023,1675592144,3.95
Sun Feb  5 13:16:24 2023,1675592177,1.02
Sun Feb  5 13:16:56 2023,1675592189,3.74
Sun Feb  5 13:17:10 2023,1675592221,1.21
Sun Feb  5 13:17:44 2023,1675592235,3.84
Sun Feb  5 13:18:07 2023,1675592268,2.16
Sun Feb  5 13:18:25 2023,1675592292,1.44
Sun Feb  5 13:19:33 2023,1675592309,32.11
Sun Feb  5 13:20:15 2023,1675592378,6.63
Sun Feb  5 13:20:29 2023,1675592420,1.24
Sun Feb  5 13:20:41 2023,1675592434,1.11
Sun Feb  5 13:21:11 2023,1675592447,3.11
Sun Feb  5 13:21:29 2023,1675592476,1.41
Sun Feb  5 13:21:51 2023,1675592493,2.05
Sun Feb  5 13:22:07 2023,1675592516,1.41
Sun Feb  5 13:22:24 2023,1675592532,1.39
Sun Feb  5 13:23:07 2023,1675592548,7.26
Sun Feb  5 13:23:32 2023,1675592592,2.41
Sun Feb  5 13:23:47 2023,1675592618,1.25
Sun Feb  5 13:24:11 2023,1675592632,2.24
Sun Feb  5 13:24:26 2023,1675592656,1.29
Sun Feb  5 13:24:39 2023,1675592671,1.13
Sun Feb  5 13:24:54 2023,1675592684,1.31
Sun Feb  5 13:25:19 2023,1675592700,2.24
Sun Feb  5 13:25:33 2023,1675592724,1.24
Sun Feb  5 13:25:51 2023,1675592738,1.55
Sun Feb  5 13:26:46 2023,1675592756,13.97
Sun Feb  5 13:27:04 2023,1675592811,1.50
Sun Feb  5 13:27:15 2023,1675592828,1.00
Sun Feb  5 13:28:18 2023,1675592839,24.45
Sun Feb  5 13:28:36 2023,1675592903,1.51
Sun Feb  5 13:28:48 2023,1675592921,1.08
Sun Feb  5 13:29:29 2023,1675592933,6.42
Sun Feb  5 13:30:14 2023,1675592975,7.55
Sun Feb  5 13:31:03 2023,1675593019,10.35
Sun Feb  5 13:31:20 2023,1675593069,1.27
Sun Feb  5 13:32:00 2023,1675593084,6.39
Sun Feb  5 13:32:46 2023,1675593125,8.63
Sun Feb  5 13:33:05 2023,1675593172,1.54
Sun Feb  5 13:33:32 2023,1675593190,2.41
Sun Feb  5 13:34:14 2023,1675593215,7.58
Sun Feb  5 13:34:43 2023,1675593260,2.92
Sun Feb  5 13:35:09 2023,1675593289,2.47
Sun Feb  5 13:35:23 2023,1675593314,1.20
Sun Feb  5 13:35:41 2023,1675593328,1.49
Sun Feb  5 13:37:25 2023,1675593346,273.49
Sun Feb  5 13:37:36 2023,1675593450,1.03
Sun Feb  5 13:37:51 2023,1675593461,1.16
Sun Feb  5 13:38:28 2023,1675593474,5.55
Sun Feb  5 13:38:42 2023,1675593514,1.18
Sun Feb  5 13:39:01 2023,1675593527,1.64
Sun Feb  5 13:39:41 2023,1675593546,5.77
Sun Feb  5 13:40:18 2023,1675593586,5.00
Sun Feb  5 13:41:23 2023,1675593624,24.98
Sun Feb  5 13:41:45 2023,1675593688,2.02
Sun Feb  5 13:42:08 2023,1675593711,2.08
Sun Feb  5 13:42:25 2023,1675593734,1.45
Sun Feb  5 13:42:50 2023,1675593751,2.32
Sun Feb  5 13:43:10 2023,1675593776,1.80
Sun Feb  5 13:44:05 2023,1675593796,13.08
Sun Feb  5 13:44:35 2023,1675593850,3.39
Sun Feb  5 13:46:15 2023,1675593881,195.17
Sun Feb  5 13:46:51 2023,1675593980,4.71
Sun Feb  5 13:47:37 2023,1675594016,8.41
Sun Feb  5 13:47:58 2023,1675594063,1.86
Sun Feb  5 13:48:45 2023,1675594084,8.93
Sun Feb  5 13:49:31 2023,1675594131,7.87
Sun Feb  5 13:49:51 2023,1675594176,1.76
Sun Feb  5 13:50:06 2023,1675594196,1.27
Sun Feb  5 13:50:21 2023,1675594211,1.34
Sun Feb  5 13:50:32 2023,1675594227,1.00
Sun Feb  5 13:51:00 2023,1675594238,2.81
Sun Feb  5 13:51:16 2023,1675594266,1.36
Sun Feb  5 13:51:34 2023,1675594281,1.59
Sun Feb  5 13:51:49 2023,1675594300,1.29
Sun Feb  5 13:52:11 2023,1675594315,1.93
Sun Feb  5 13:52:34 2023,1675594337,1.85
Sun Feb  5 13:53:38 2023,1675594358,26.55
Sun Feb  5 13:54:11 2023,1675594423,3.95
Sun Feb  5 13:55:06 2023,1675594457,13.82
Sun Feb  5 13:55:17 2023,1675594511,1.00
Sun Feb  5 13:56:03 2023,1675594522,8.62
Sun Feb  5 13:56:15 2023,1675594569,1.06
Sun Feb  5 13:56:27 2023,1675594581,1.05
Sun Feb  5 13:56:40 2023,1675594592,1.16
Sun Feb  5 13:56:54 2023,1675594606,1.18
Sun Feb  5 13:57:21 2023,1675594619,2.85
Sun Feb  5 13:57:33 2023,1675594647,1.00
Sun Feb  5 13:58:13 2023,1675594658,5.96
Sun Feb  5 13:58:59 2023,1675594699,8.15
Sun Feb  5 13:59:17 2023,1675594744,1.56
Sun Feb  5 13:59:29 2023,1675594763,1.09
Sun Feb  5 13:59:59 2023,1675594775,3.15
Sun Feb  5 14:00:24 2023,1675594805,2.31
Sun Feb  5 14:00:51 2023,1675594829,2.57
Sun Feb  5 14:01:17 2023,1675594856,2.57
Sun Feb  5 14:01:53 2023,1675594882,4.61
Sun Feb  5 14:02:36 2023,1675594919,6.63
Sun Feb  5 14:03:01 2023,1675594961,2.34
Sun Feb  5 14:04:01 2023,1675594986,19.49
Sun Feb  5 14:05:04 2023,1675595046,23.76
Sun Feb  5 14:06:13 2023,1675595110,32.98
Sun Feb  5 14:06:24 2023,1675595179,1.00
Sun Feb  5 14:06:44 2023,1675595190,1.78
Sun Feb  5 14:06:57 2023,1675595210,1.12
Sun Feb  5 14:07:29 2023,1675595223,3.43
Sun Feb  5 14:07:42 2023,1675595254,1.18
Sun Feb  5 14:07:59 2023,1675595268,1.31
Sun Feb  5 14:08:25 2023,1675595283,2.71
Sun Feb  5 14:09:08 2023,1675595310,7.13
Sun Feb  5 14:09:23 2023,1675595354,1.31
Sun Feb  5 14:09:37 2023,1675595369,1.17
Sun Feb  5 14:09:51 2023,1675595382,1.25
Sun Feb  5 14:10:14 2023,1675595397,2.13
Sun Feb  5 14:10:41 2023,1675595420,2.44
Sun Feb  5 14:11:01 2023,1675595446,1.77
Sun Feb  5 14:12:04 2023,1675595466,22.53
Sun Feb  5 14:12:47 2023,1675595529,7.03
Sun Feb  5 14:13:13 2023,1675595572,2.57
Sun Feb  5 14:13:31 2023,1675595599,1.54
Sun Feb  5 14:13:56 2023,1675595617,2.43
Sun Feb  5 14:14:12 2023,1675595642,1.29
Sun Feb  5 14:14:35 2023,1675595657,2.11
Sun Feb  5 14:15:43 2023,1675595681,29.73
Sun Feb  5 14:16:50 2023,1675595748,28.29
Sun Feb  5 14:17:13 2023,1675595814,2.22
Sun Feb  5 14:17:32 2023,1675595839,1.66
Sun Feb  5 14:18:00 2023,1675595858,2.77
Sun Feb  5 14:18:17 2023,1675595886,1.46
Sun Feb  5 14:19:24 2023,1675595903,29.30
Sun Feb  5 14:19:37 2023,1675595970,1.18
Sun Feb  5 14:19:59 2023,1675595983,1.82
Sun Feb  5 14:20:21 2023,1675596004,1.97
Sun Feb  5 14:20:42 2023,1675596026,1.95
Sun Feb  5 14:21:45 2023,1675596048,21.18
Sun Feb  5 14:22:00 2023,1675596110,1.32
Sun Feb  5 14:22:19 2023,1675596125,1.62
Sun Feb  5 14:22:57 2023,1675596144,5.03
Sun Feb  5 14:23:22 2023,1675596182,1.92
Sun Feb  5 14:24:10 2023,1675596203,11.50
Sun Feb  5 14:24:47 2023,1675596255,5.00
Sun Feb  5 14:25:00 2023,1675596292,1.10
Sun Feb  5 14:25:12 2023,1675596305,1.03
Sun Feb  5 14:25:24 2023,1675596316,1.06
Sun Feb  5 14:25:45 2023,1675596328,2.03
Sun Feb  5 14:26:21 2023,1675596350,4.46
Sun Feb  5 14:26:34 2023,1675596386,1.14
Sun Feb  5 14:28:57 2023,1675596399,2415.91
Sun Feb  5 14:29:09 2023,1675596540,1.24
Sun Feb  5 14:29:20 2023,1675596554,1.02
Sun Feb  5 14:29:59 2023,1675596565,5.32
Sun Feb  5 14:30:18 2023,1675596604,1.62
Sun Feb  5 14:30:47 2023,1675596623,2.85
Sun Feb  5 14:31:09 2023,1675596651,1.94
Sun Feb  5 14:32:05 2023,1675596673,16.05
Sun Feb  5 14:32:19 2023,1675596730,1.10
Sun Feb  5 14:32:41 2023,1675596742,2.22
Sun Feb  5 14:33:07 2023,1675596766,2.42
Sun Feb  5 14:33:22 2023,1675596792,1.25
Sun Feb  5 14:33:35 2023,1675596806,1.16
Sun Feb  5 14:33:52 2023,1675596820,1.42
Sun Feb  5 14:34:15 2023,1675596836,2.07
Sun Feb  5 14:34:31 2023,1675596859,1.04
Sun Feb  5 14:34:42 2023,1675596871,1.40
Sun Feb  5 14:35:10 2023,1675596887,2.74
Sun Feb  5 14:35:31 2023,1675596915,1.80
Sun Feb  5 14:36:03 2023,1675596935,3.59
Sun Feb  5 14:36:14 2023,1675596967,1.05
Sun Feb  5 14:36:30 2023,1675596979,1.35
Sun Feb  5 14:37:06 2023,1675596995,4.26
Sun Feb  5 14:37:50 2023,1675597030,7.76
Sun Feb  5 14:38:07 2023,1675597075,1.45
Sun Feb  5 14:38:33 2023,1675597092,2.20
Sun Feb  5 14:38:46 2023,1675597116,1.27
Sun Feb  5 14:39:01 2023,1675597130,1.24
Sun Feb  5 14:39:16 2023,1675597145,1.27
Sun Feb  5 14:39:52 2023,1675597160,4.68
Sun Feb  5 14:40:11 2023,1675597196,1.74
Sun Feb  5 14:40:58 2023,1675597216,7.96
Sun Feb  5 14:41:20 2023,1675597262,1.98
Sun Feb  5 14:41:39 2023,1675597284,1.75
Sun Feb  5 14:41:50 2023,1675597304,1.00
Sun Feb  5 14:42:24 2023,1675597315,3.54
Sun Feb  5 14:43:18 2023,1675597346,15.46
Sun Feb  5 14:43:40 2023,1675597403,1.85
Sun Feb  5 14:43:54 2023,1675597424,1.20
Sun Feb  5 14:44:09 2023,1675597438,1.41
Sun Feb  5 14:44:30 2023,1675597454,1.82
Sun Feb  5 14:44:50 2023,1675597475,1.71
Sun Feb  5 14:45:01 2023,1675597495,1.00
Sun Feb  5 14:45:13 2023,1675597506,1.10
Sun Feb  5 14:45:51 2023,1675597518,5.28
Sun Feb  5 14:46:41 2023,1675597557,10.36
Sun Feb  5 14:47:05 2023,1675597606,2.20
Sun Feb  5 14:47:29 2023,1675597630,2.26
Sun Feb  5 14:47:44 2023,1675597655,1.30
Sun Feb  5 14:48:11 2023,1675597670,2.44
Sun Feb  5 14:48:46 2023,1675597695,4.48
Sun Feb  5 14:49:08 2023,1675597731,1.92
Sun Feb  5 14:49:20 2023,1675597753,1.13
Sun Feb  5 14:49:33 2023,1675597766,1.14
Sun Feb  5 14:50:01 2023,1675597779,2.86
Sun Feb  5 14:51:15 2023,1675597807,41.56
Sun Feb  5 14:51:47 2023,1675597880,3.72
Sun Feb  5 14:52:02 2023,1675597913,1.25
Sun Feb  5 14:52:17 2023,1675597927,1.32
Sun Feb  5 14:53:13 2023,1675597942,14.49
Sun Feb  5 14:53:47 2023,1675597998,4.15
Sun Feb  5 14:54:27 2023,1675598032,5.91
Sun Feb  5 14:55:08 2023,1675598073,6.31
Sun Feb  5 14:55:31 2023,1675598114,2.01
Sun Feb  5 14:55:51 2023,1675598137,1.63
Sun Feb  5 14:56:09 2023,1675598156,1.59
Sun Feb  5 14:56:33 2023,1675598174,2.20
Sun Feb  5 14:56:44 2023,1675598198,1.00
Sun Feb  5 14:57:14 2023,1675598209,3.05
Sun Feb  5 14:57:30 2023,1675598238,1.46
Sun Feb  5 14:58:42 2023,1675598255,39.29
Sun Feb  5 14:58:56 2023,1675598327,1.24
Sun Feb  5 14:59:26 2023,1675598342,3.10
Sun Feb  5 14:59:40 2023,1675598371,1.21
Sun Feb  5 14:59:58 2023,1675598385,1.51
Sun Feb  5 15:00:11 2023,1675598403,1.15
Sun Feb  5 15:00:27 2023,1675598416,1.36
Sun Feb  5 15:00:56 2023,1675598432,2.93
Sun Feb  5 15:01:27 2023,1675598461,3.47
Sun Feb  5 15:01:46 2023,1675598492,1.65
Sun Feb  5 15:02:00 2023,1675598511,1.23
Sun Feb  5 15:02:47 2023,1675598526,8.56
Sun Feb  5 15:03:03 2023,1675598572,1.38
Sun Feb  5 15:03:40 2023,1675598588,4.82
Sun Feb  5 15:03:52 2023,1675598625,1.10
Sun Feb  5 15:04:56 2023,1675598638,24.49
Sun Feb  5 15:05:29 2023,1675598702,3.68
Sun Feb  5 15:05:53 2023,1675598734,1.83
Sun Feb  5 15:06:25 2023,1675598755,4.28
Sun Feb  5 15:07:13 2023,1675598790,9.60
Sun Feb  5 15:07:28 2023,1675598839,1.25
Sun Feb  5 15:07:44 2023,1675598853,1.33
Sun Feb  5 15:08:23 2023,1675598869,4.89
Sun Feb  5 15:09:26 2023,1675598906,21.17
Sun Feb  5 15:09:58 2023,1675598968,4.28
Sun Feb  5 15:10:11 2023,1675599003,1.07
Sun Feb  5 15:10:28 2023,1675599015,1.58
Sun Feb  5 15:10:48 2023,1675599033,1.78
Sun Feb  5 15:11:31 2023,1675599053,6.65
Sun Feb  5 15:11:44 2023,1675599096,1.04
Sun Feb  5 15:12:01 2023,1675599107,1.61
Sun Feb  5 15:12:37 2023,1675599126,4.89
Sun Feb  5 15:13:02 2023,1675599163,2.17
Sun Feb  5 15:13:15 2023,1675599187,1.18
Sun Feb  5 15:13:33 2023,1675599200,1.04
Sun Feb  5 15:14:44 2023,1675599212,55.62
Sun Feb  5 15:15:10 2023,1675599290,2.48
Sun Feb  5 15:15:44 2023,1675599316,4.02
Sun Feb  5 15:15:59 2023,1675599350,1.32
Sun Feb  5 15:17:57 2023,1675599365,595.02
Sun Feb  5 15:18:16 2023,1675599482,1.58
Sun Feb  5 15:18:37 2023,1675599501,1.90
Sun Feb  5 15:18:55 2023,1675599522,1.50
Sun Feb  5 15:19:59 2023,1675599540,26.16
Sun Feb  5 15:20:25 2023,1675599605,2.38
Sun Feb  5 15:20:43 2023,1675599630,1.54
Sun Feb  5 15:21:32 2023,1675599648,10.21
Sun Feb  5 15:21:43 2023,1675599698,1.00
Sun Feb  5 15:21:56 2023,1675599708,1.07
Sun Feb  5 15:22:11 2023,1675599720,1.32
Sun Feb  5 15:22:44 2023,1675599736,3.82
Sun Feb  5 15:22:56 2023,1675599769,1.08
Sun Feb  5 15:23:34 2023,1675599781,5.38
Sun Feb  5 15:23:58 2023,1675599820,2.22
Sun Feb  5 15:24:23 2023,1675599844,2.20
Sun Feb  5 15:24:41 2023,1675599868,1.60
Sun Feb  5 15:25:20 2023,1675599886,5.37
Sun Feb  5 15:25:36 2023,1675599925,1.40
Sun Feb  5 15:26:38 2023,1675599942,20.70
Sun Feb  5 15:26:58 2023,1675600003,1.70
Sun Feb  5 15:27:52 2023,1675600022,12.52
Sun Feb  5 15:28:04 2023,1675600075,1.19
