Date,Gamecode,Odd,Profit,Colour,Net-profit
Sun Feb  5 16:59:12 2023,1675605546,1.00,1515.0,red,-106042.7
Sun Feb  5 16:59:25 2023,1675605557,1.14,1626.0,red,-104416.7
Sun Feb  5 17:00:04 2023,1675605570,5.61,-2729.2,green,-107145.9
Sun Feb  5 17:00:15 2023,1675605610,1.00,2233.8,red,-104912.1
Sun Feb  5 17:00:47 2023,1675605620,3.73,2282.0,green,-102630.1
Sun Feb  5 17:01:03 2023,1675605653,1.32,2211.57,red,-100418.53
Sun Feb  5 17:01:22 2023,1675605669,1.73,1342.55,red,-99075.98
Sun Feb  5 17:01:42 2023,1675605689,1.73,1364.7,red,-97711.28
Sun Feb  5 17:02:02 2023,1675605708,1.72,1688.5,red,-96022.78
Sun Feb  5 17:02:39 2023,1675605728,4.76,-923.3,green,-96946.08
Sun Feb  5 17:02:50 2023,1675605765,1.00,2256.02,red,-94690.06
Sun Feb  5 17:03:30 2023,1675605776,5.93,-2422.32,green,-97112.38
Sun Feb  5 17:03:59 2023,1675605816,2.86,1045.76,green,-96066.62
Sun Feb  5 17:04:17 2023,1675605845,1.60,1842.2,red,-94224.42
Sun Feb  5 17:04:31 2023,1675605863,1.19,1720.0,red,-92504.42
Sun Feb  5 17:05:06 2023,1675605877,4.33,1078.97,green,-91425.45
Sun Feb  5 17:05:18 2023,1675605912,1.07,1772.17,red,-89653.28
Sun Feb  5 17:05:42 2023,1675605924,2.18,1675.44,green,-87977.84
Sun Feb  5 17:05:55 2023,1675605948,1.11,1733.0,red,-86244.84
Sun Feb  5 17:06:28 2023,1675605960,3.84,1506.93,green,-84737.91
Sun Feb  5 17:06:48 2023,1675605994,1.71,2835.39,red,-81902.52
Sun Feb  5 17:07:14 2023,1675606013,2.51,1448.39,green,-80454.13
Sun Feb  5 17:07:33 2023,1675606039,1.61,1462.28,red,-78991.85
Sun Feb  5 17:08:07 2023,1675606058,4.18,856.26,green,-78135.59
Sun Feb  5 17:08:45 2023,1675606093,5.32,1030.56,green,-77105.03
Sun Feb  5 17:08:56 2023,1675606131,1.00,1802.96,red,-75302.07
Sun Feb  5 17:09:10 2023,1675606142,1.17,1802.25,red,-73499.82
Sun Feb  5 17:09:27 2023,1675606156,1.49,1785.25,red,-71714.57
Sun Feb  5 17:09:52 2023,1675606173,2.33,1567.3,green,-70147.27
Sun Feb  5 17:10:17 2023,1675606198,2.36,1656.64,green,-68490.63
Sun Feb  5 17:10:28 2023,1675606223,1.00,1973.0,red,-66517.63
Sun Feb  5 17:10:46 2023,1675606234,1.61,1944.06,red,-64573.57
Sun Feb  5 17:10:59 2023,1675606253,1.09,1968.05,red,-62605.52
Sun Feb  5 17:11:15 2023,1675606265,1.36,1656.34,red,-60949.18
Sun Feb  5 17:11:38 2023,1675606281,2.14,1833.5,green,-59115.68
Sun Feb  5 17:12:18 2023,1675606304,5.78,-1981.36,green,-61097.04
