Sun Feb  5 12:40:45 2023,1675590026,2.34,1755.0,69838.84
Sun Feb  5 12:41:07 2023,1675590051,1.95,1695.0,71533.84
Sun Feb  5 12:41:31 2023,1675590073,2.16,1266.25,72800.09
Sun Feb  5 12:41:42 2023,1675590096,1.00,1559.8,74359.89
Sun Feb  5 12:42:24 2023,1675590107,6.74,-3270.17,71089.72
Sun Feb  5 12:42:52 2023,1675590150,2.79,-55.05,71034.67
Sun Feb  5 12:43:20 2023,1675590178,2.77,21.22,71055.89
Sun Feb  5 12:44:07 2023,1675590205,8.51,-2830.36,68225.53
Sun Feb  5 12:44:27 2023,1675590252,1.76,1519.45,69744.98
Sun Feb  5 12:45:27 2023,1675590272,19.81,-8054.68,61690.3
Sun Feb  5 12:46:11 2023,1675590333,7.22,-3622.49,58067.81
Sun Feb  5 12:46:35 2023,1675590376,2.19,1294.49,59362.3
Sun Feb  5 12:46:49 2023,1675590400,1.23,2922.0,62284.3
Sun Feb  5 12:47:01 2023,1675590414,1.10,3120.0,65404.3
Sun Feb  5 12:47:23 2023,1675590427,1.93,2673.8,68078.1
Sun Feb  5 12:47:42 2023,1675590448,1.66,2691.04,70769.14
Sun Feb  5 12:48:18 2023,1675590468,4.58,165.27,70934.41
Sun Feb  5 12:48:44 2023,1675590504,2.40,587.04,71521.45
Sun Feb  5 12:49:03 2023,1675590529,1.69,837.6,72359.05
Sun Feb  5 12:49:41 2023,1675590549,5.30,785.8,73144.85
Sun Feb  5 12:50:09 2023,1675590587,2.80,769.9,73914.75
Sun Feb  5 12:50:45 2023,1675590615,4.39,-89.7,73825.05
Sun Feb  5 12:51:26 2023,1675590651,5.80,-2500.88,71324.17
Sun Feb  5 12:51:43 2023,1675590691,1.43,2315.44,73639.61
Sun Feb  5 12:52:11 2023,1675590707,3.01,1208.86,74848.47
Sun Feb  5 12:52:29 2023,1675590737,1.52,1928.21,76776.68
Sun Feb  5 12:52:41 2023,1675590754,1.12,2947.0,79723.68
Sun Feb  5 12:53:24 2023,1675590767,6.98,-4301.82,75421.86
Sun Feb  5 12:53:57 2023,1675590810,3.73,-1006.03,74415.83
Sun Feb  5 12:54:12 2023,1675590843,1.27,1880.6,76296.43
Sun Feb  5 12:54:25 2023,1675590858,1.12,2191.5,78487.93
Sun Feb  5 12:54:37 2023,1675590870,1.07,2190.0,80677.93
Sun Feb  5 12:54:54 2023,1675590882,1.53,3095.0,83772.93
Sun Feb  5 12:55:48 2023,1675590900,13.02,-9913.0,73859.93
Sun Feb  5 12:56:00 2023,1675590954,1.00,2276.0,76135.93
Sun Feb  5 12:56:17 2023,1675590964,1.54,1940.0,78075.93
Sun Feb  5 12:56:30 2023,1675590982,1.12,2229.8,80305.73
Sun Feb  5 12:56:52 2023,1675590995,1.99,1233.6,81539.33
Sun Feb  5 12:57:07 2023,1675591017,1.30,1769.3,83308.63
Sun Feb  5 12:57:17 2023,1675591032,1.00,1026.0,84334.63
Sun Feb  5 12:57:49 2023,1675591043,3.48,-533.66,83800.97
Sun Feb  5 12:58:05 2023,1675591075,1.36,628.1,84429.07
Sun Feb  5 12:58:19 2023,1675591090,1.21,1796.82,86225.89
Sun Feb  5 12:59:38 2023,1675591104,59.71,-11216.73,75009.16
Sun Feb  5 12:59:54 2023,1675591183,1.30,1282.0,76291.16
Sun Feb  5 13:00:42 2023,1675591198,9.83,-6266.17,70024.99
Sun Feb  5 13:00:54 2023,1675591247,1.06,2160.0,72184.99
Sun Feb  5 13:01:11 2023,1675591259,1.47,1939.45,74124.44
Sun Feb  5 13:01:27 2023,1675591276,1.35,2953.79,77078.23
Sun Feb  5 13:01:39 2023,1675591292,1.06,3149.94,80228.17
Sun Feb  5 13:01:52 2023,1675591304,1.21,3054.84,83283.01
Sun Feb  5 13:02:06 2023,1675591318,1.20,2982.1,86265.11
Sun Feb  5 13:02:38 2023,1675591332,3.46,-363.6,85901.51
Sun Feb  5 13:03:01 2023,1675591363,2.11,1085.73,86987.24
Sun Feb  5 13:03:15 2023,1675591386,1.17,2385.0,89372.24
Sun Feb  5 13:03:37 2023,1675591400,1.91,2299.69,91671.93
Sun Feb  5 13:04:06 2023,1675591421,3.23,1446.9,93118.83
Sun Feb  5 13:04:33 2023,1675591452,2.72,675.46,93794.29
Sun Feb  5 13:04:44 2023,1675591479,1.00,1674.0,95468.29
Sun Feb  5 13:05:24 2023,1675591490,5.84,707.9,96176.19
Sun Feb  5 13:05:39 2023,1675591530,1.26,2830.0,99006.19
Sun Feb  5 13:05:59 2023,1675591545,1.75,1429.95,100436.14
Sun Feb  5 13:06:32 2023,1675591565,3.71,-78.69,100357.45
Sun Feb  5 13:07:02 2023,1675591597,3.34,-67.24,100290.21
Sun Feb  5 13:07:15 2023,1675591628,1.11,1371.0,101661.21
Sun Feb  5 13:07:51 2023,1675591641,4.59,-2055.97,99605.24
Sun Feb  5 13:08:17 2023,1675591677,2.43,175.52,99780.76
Sun Feb  5 13:08:31 2023,1675591702,1.22,1632.71,101413.47
Sun Feb  5 13:09:16 2023,1675591716,7.74,-4096.6,97316.87
Sun Feb  5 13:09:27 2023,1675591761,1.00,1681.57,98998.44
Sun Feb  5 13:09:40 2023,1675591772,1.21,1690.0,100688.44
Sun Feb  5 13:09:55 2023,1675591786,1.27,1660.6,102349.04
Sun Feb  5 13:10:15 2023,1675591801,1.70,1620.0,103969.04
Sun Feb  5 13:11:50 2023,1675591820,158.03,-16466.25,87502.79
Sun Feb  5 13:13:06 2023,1675591916,45.74,-12710.5,74792.29
Sun Feb  5 13:13:24 2023,1675591990,1.68,910.05,75702.34
Sun Feb  5 13:14:52 2023,1675592009,101.77,-6237.89,69464.45
Sun Feb  5 13:15:05 2023,1675592097,1.17,1222.0,70686.45
Sun Feb  5 13:15:18 2023,1675592111,1.15,1765.0,72451.45
Sun Feb  5 13:15:38 2023,1675592124,1.74,1510.0,73961.45
Sun Feb  5 13:16:12 2023,1675592144,3.95,-1326.5,72634.95
Sun Feb  5 13:16:24 2023,1675592177,1.02,3053.0,75687.95
Sun Feb  5 13:16:56 2023,1675592189,3.74,2542.2,78230.15
Sun Feb  5 13:17:10 2023,1675592221,1.21,1970.0,80200.15
Sun Feb  5 13:17:44 2023,1675592235,3.84,-1137.3,79062.85
Sun Feb  5 13:18:07 2023,1675592268,2.16,1610.8,80673.65
Sun Feb  5 13:18:25 2023,1675592292,1.44,2778.4,83452.05
Sun Feb  5 13:19:33 2023,1675592309,32.11,-13141.64,70310.41
Sun Feb  5 13:20:15 2023,1675592378,6.63,-3553.93,66756.48
Sun Feb  5 13:20:29 2023,1675592420,1.24,2339.9,69096.38
Sun Feb  5 13:20:41 2023,1675592434,1.11,2183.0,71279.38
Sun Feb  5 13:21:11 2023,1675592447,3.11,1754.25,73033.63
Sun Feb  5 13:21:29 2023,1675592476,1.41,2480.76,75514.39
Sun Feb  5 13:21:51 2023,1675592493,2.05,2350.55,77864.94
Sun Feb  5 13:22:07 2023,1675592516,1.41,2464.6,80329.54
Sun Feb  5 13:22:24 2023,1675592532,1.39,1980.0,82309.54
Sun Feb  5 13:23:07 2023,1675592548,7.26,-6527.7,75781.84
Sun Feb  5 13:23:32 2023,1675592592,2.41,1927.2,77709.04
Sun Feb  5 13:23:47 2023,1675592618,1.25,1849.0,79558.04
Sun Feb  5 13:24:11 2023,1675592632,2.24,1759.8,81317.84
Sun Feb  5 13:24:26 2023,1675592656,1.29,1539.1,82856.94
Sun Feb  5 13:24:39 2023,1675592671,1.13,1561.0,84417.94
Sun Feb  5 13:24:54 2023,1675592684,1.31,1491.5,85909.44
Sun Feb  5 13:25:19 2023,1675592700,2.24,1392.0,87301.44
Sun Feb  5 13:25:33 2023,1675592724,1.24,1775.0,89076.44
Sun Feb  5 13:25:51 2023,1675592738,1.55,1716.4,90792.84
Sun Feb  5 13:26:46 2023,1675592756,13.97,-7759.7,83033.14
Sun Feb  5 13:27:04 2023,1675592811,1.50,1145.2,84178.34
Sun Feb  5 13:27:15 2023,1675592828,1.00,2705.0,86883.34
Sun Feb  5 13:28:18 2023,1675592839,24.45,-14834.6,72048.74
Sun Feb  5 13:28:36 2023,1675592903,1.51,1271.8,73320.54
Sun Feb  5 13:28:48 2023,1675592921,1.08,1774.0,75094.54
Sun Feb  5 13:29:29 2023,1675592933,6.42,-2424.1,72670.44
Sun Feb  5 13:30:14 2023,1675592975,7.55,-1453.7,71216.74
Sun Feb  5 13:31:03 2023,1675593019,10.35,-2394.1,68822.64
Sun Feb  5 13:31:20 2023,1675593069,1.27,1892.0,70714.64
Sun Feb  5 13:32:00 2023,1675593084,6.39,-3560.2,67154.44
Sun Feb  5 13:32:46 2023,1675593125,8.63,-6126.8,61027.64
Sun Feb  5 13:33:05 2023,1675593172,1.54,2704.0,63731.64
Sun Feb  5 13:33:32 2023,1675593190,2.41,1892.8,65624.44
Sun Feb  5 13:34:14 2023,1675593215,7.58,-4429.62,61194.82
Sun Feb  5 13:34:43 2023,1675593260,2.92,1226.8,62421.62
Sun Feb  5 13:35:09 2023,1675593289,2.47,1047.0,63468.62
Sun Feb  5 13:35:23 2023,1675593314,1.20,2302.0,65770.62
Sun Feb  5 13:35:41 2023,1675593328,1.49,2185.0,67955.62
Sun Feb  5 13:37:25 2023,1675593346,273.49,-9980.7,57974.92
Sun Feb  5 13:37:36 2023,1675593450,1.03,1780.0,59754.92
Sun Feb  5 13:37:51 2023,1675593461,1.16,1681.95,61436.87
Sun Feb  5 13:38:28 2023,1675593474,5.55,1408.34,62845.21
Sun Feb  5 13:38:42 2023,1675593514,1.18,1717.0,64562.21
Sun Feb  5 13:39:01 2023,1675593527,1.64,898.05,65460.26
Sun Feb  5 13:39:41 2023,1675593546,5.77,-2713.24,62747.02
Sun Feb  5 13:40:18 2023,1675593586,5.00,-1541.68,61205.34
Sun Feb  5 13:41:23 2023,1675593624,24.98,-13009.37,48195.97
Sun Feb  5 13:41:45 2023,1675593688,2.02,1414.5,49610.47
Sun Feb  5 13:42:08 2023,1675593711,2.08,1285.4,50895.87
Sun Feb  5 13:42:25 2023,1675593734,1.45,911.0,51806.87
Sun Feb  5 13:42:50 2023,1675593751,2.32,758.69,52565.56
Sun Feb  5 13:43:10 2023,1675593776,1.80,847.4,53412.96
Sun Feb  5 13:44:05 2023,1675593796,13.08,-11415.75,41997.21
Sun Feb  5 13:44:35 2023,1675593850,3.39,733.6,42730.81
Sun Feb  5 13:46:15 2023,1675593881,195.17,-8252.47,34478.34
Sun Feb  5 13:46:51 2023,1675593980,4.71,-714.39,33763.95
Sun Feb  5 13:47:37 2023,1675594016,8.41,-3242.2,30521.75
Sun Feb  5 13:47:58 2023,1675594063,1.86,1965.68,32487.43
Sun Feb  5 13:48:45 2023,1675594084,8.93,-12286.41,20201.02
Sun Feb  5 13:49:31 2023,1675594131,7.87,-8479.4,11721.62
Sun Feb  5 13:49:51 2023,1675594176,1.76,4085.0,15806.62
Sun Feb  5 13:50:06 2023,1675594196,1.27,4482.68,20289.3
Sun Feb  5 13:50:21 2023,1675594211,1.34,5938.68,26227.98
Sun Feb  5 13:50:32 2023,1675594227,1.00,2577.0,28804.98
Sun Feb  5 13:51:00 2023,1675594238,2.81,2621.0,31425.98
Sun Feb  5 13:51:16 2023,1675594266,1.36,5246.0,36671.98
Sun Feb  5 13:51:34 2023,1675594281,1.59,2185.0,38856.98
Sun Feb  5 13:51:49 2023,1675594300,1.29,2243.0,41099.98
Sun Feb  5 13:52:11 2023,1675594315,1.93,3913.08,45013.06
Sun Feb  5 13:52:34 2023,1675594337,1.85,1841.0,46854.06
Sun Feb  5 13:53:38 2023,1675594358,26.55,-9540.8,37313.26
Sun Feb  5 13:54:11 2023,1675594423,3.95,-1677.94,35635.32
Sun Feb  5 13:55:06 2023,1675594457,13.82,-11670.4,23964.92
Sun Feb  5 13:55:17 2023,1675594511,1.00,4356.0,28320.92
Sun Feb  5 13:56:03 2023,1675594522,8.62,-12219.1,16101.82
Sun Feb  5 13:56:15 2023,1675594569,1.06,4349.58,20451.4
Sun Feb  5 13:56:27 2023,1675594581,1.05,5430.0,25881.4
Sun Feb  5 13:56:40 2023,1675594592,1.16,4307.0,30188.4
Sun Feb  5 13:56:54 2023,1675594606,1.18,2775.0,32963.4
Sun Feb  5 13:57:21 2023,1675594619,2.85,851.9,33815.3
Sun Feb  5 13:57:33 2023,1675594647,1.00,1961.0,35776.3
Sun Feb  5 13:58:13 2023,1675594658,5.96,-1358.44,34417.86
Sun Feb  5 13:58:59 2023,1675594699,8.15,-3387.27,31030.59
Sun Feb  5 13:59:17 2023,1675594744,1.56,1852.22,32882.81
Sun Feb  5 13:59:29 2023,1675594763,1.09,1856.04,34738.85
Sun Feb  5 13:59:59 2023,1675594775,3.15,-927.4,33811.45
Sun Feb  5 14:00:24 2023,1675594805,2.31,2092.5,35903.95
Sun Feb  5 14:00:51 2023,1675594829,2.57,1565.16,37469.11
Sun Feb  5 14:01:17 2023,1675594856,2.57,1986.79,39455.9
Sun Feb  5 14:01:53 2023,1675594882,4.61,-1853.57,37602.33
Sun Feb  5 14:02:36 2023,1675594919,6.63,-4128.11,33474.22
Sun Feb  5 14:03:01 2023,1675594961,2.34,2576.0,36050.22
Sun Feb  5 14:04:01 2023,1675594986,19.49,-16754.14,19296.08
Sun Feb  5 14:05:04 2023,1675595046,23.76,-7259.55,12036.53
Sun Feb  5 14:06:13 2023,1675595110,32.98,-15371.15,-3334.62
Sun Feb  5 14:06:24 2023,1675595179,1.00,2468.97,-865.65
Sun Feb  5 14:06:44 2023,1675595190,1.78,2158.5,1292.85
Sun Feb  5 14:06:57 2023,1675595210,1.12,1887.0,3179.85
Sun Feb  5 14:07:29 2023,1675595223,3.43,-681.3,2498.55
Sun Feb  5 14:07:42 2023,1675595254,1.18,2458.0,4956.55
Sun Feb  5 14:07:59 2023,1675595268,1.31,3019.05,7975.6
Sun Feb  5 14:08:25 2023,1675595283,2.71,1452.65,9428.25
Sun Feb  5 14:09:08 2023,1675595310,7.13,-1719.4,7708.85
Sun Feb  5 14:09:23 2023,1675595354,1.31,1845.0,9553.85
Sun Feb  5 14:09:37 2023,1675595369,1.17,1770.0,11323.85
Sun Feb  5 14:09:51 2023,1675595382,1.25,1765.0,13088.85
Sun Feb  5 14:10:14 2023,1675595397,2.13,1028.1,14116.95
Sun Feb  5 14:10:41 2023,1675595420,2.44,616.0,14732.95
Sun Feb  5 14:11:01 2023,1675595446,1.77,840.0,15572.95
Sun Feb  5 14:12:04 2023,1675595466,22.53,-10529.88,5043.07
Sun Feb  5 14:12:47 2023,1675595529,7.03,-471.53,4571.54
Sun Feb  5 14:13:13 2023,1675595572,2.57,1169.97,5741.51
Sun Feb  5 14:13:31 2023,1675595599,1.54,1819.05,7560.56
Sun Feb  5 14:13:56 2023,1675595617,2.43,917.93,8478.49
Sun Feb  5 14:14:12 2023,1675595642,1.29,2495.43,10973.92
Sun Feb  5 14:14:35 2023,1675595657,2.11,2218.89,13192.81
Sun Feb  5 14:15:43 2023,1675595681,29.73,-11042.26,2150.55
Sun Feb  5 14:16:50 2023,1675595748,28.29,-16906.88,-14756.33
Sun Feb  5 14:17:13 2023,1675595814,2.22,2386.16,-12370.17
Sun Feb  5 14:17:32 2023,1675595839,1.66,2508.23,-9861.94
Sun Feb  5 14:18:00 2023,1675595858,2.77,1607.58,-8254.36
Sun Feb  5 14:18:17 2023,1675595886,1.46,2428.36,-5826.0
Sun Feb  5 14:19:24 2023,1675595903,29.30,-16202.45,-22028.45
Sun Feb  5 14:19:37 2023,1675595970,1.18,2202.82,-19825.63
Sun Feb  5 14:19:59 2023,1675595983,1.82,1107.83,-18717.8
Sun Feb  5 14:20:21 2023,1675596004,1.97,2150.0,-16567.8
Sun Feb  5 14:20:42 2023,1675596026,1.95,2508.84,-14058.96
Sun Feb  5 14:21:45 2023,1675596048,21.18,-18455.64,-32514.6
Sun Feb  5 14:22:00 2023,1675596110,1.32,2381.21,-30133.39
Sun Feb  5 14:22:19 2023,1675596125,1.62,2038.14,-28095.25
Sun Feb  5 14:22:57 2023,1675596144,5.03,332.12,-27763.13
Sun Feb  5 14:23:22 2023,1675596182,1.92,2256.66,-25506.47
Sun Feb  5 14:24:10 2023,1675596203,11.50,-8429.46,-33935.93
Sun Feb  5 14:24:47 2023,1675596255,5.00,-546.44,-34482.37
Sun Feb  5 14:25:00 2023,1675596292,1.10,2403.33,-32079.04
Sun Feb  5 14:25:12 2023,1675596305,1.03,2228.09,-29850.95
Sun Feb  5 14:25:24 2023,1675596316,1.06,1679.0,-28171.95
Sun Feb  5 14:25:45 2023,1675596328,2.03,1436.0,-26735.95
Sun Feb  5 14:26:21 2023,1675596350,4.46,1287.09,-25448.86
Sun Feb  5 14:26:34 2023,1675596386,1.14,3898.0,-21550.86
Sun Feb  5 14:28:57 2023,1675596399,2415.91,-15889.58,-37440.44
Sun Feb  5 14:29:09 2023,1675596540,1.24,3134.0,-34306.44
Sun Feb  5 14:29:20 2023,1675596554,1.02,2686.0,-31620.44
Sun Feb  5 14:29:59 2023,1675596565,5.32,-1130.75,-32751.19
Sun Feb  5 14:30:18 2023,1675596604,1.62,2162.11,-30589.08
Sun Feb  5 14:30:47 2023,1675596623,2.85,2028.0,-28561.08
Sun Feb  5 14:31:09 2023,1675596651,1.94,2075.0,-26486.08
Sun Feb  5 14:32:05 2023,1675596673,16.05,-7030.48,-33516.56
Sun Feb  5 14:32:19 2023,1675596730,1.10,1902.09,-31614.47
Sun Feb  5 14:32:41 2023,1675596742,2.22,1190.0,-30424.47
Sun Feb  5 14:33:07 2023,1675596766,2.42,1274.5,-29149.97
Sun Feb  5 14:33:22 2023,1675596792,1.25,2892.95,-26257.02
Sun Feb  5 14:33:35 2023,1675596806,1.16,2945.95,-23311.07
Sun Feb  5 14:33:52 2023,1675596820,1.42,2276.98,-21034.09
Sun Feb  5 14:34:15 2023,1675596836,2.07,2113.7,-18920.39
Sun Feb  5 14:34:31 2023,1675596859,1.04,2690.0,-16230.39
Sun Feb  5 14:34:42 2023,1675596871,1.40,2570.5,-13659.89
Sun Feb  5 14:35:10 2023,1675596887,2.74,2070.9,-11588.99
Sun Feb  5 14:35:31 2023,1675596915,1.80,838.5,-10750.49
Sun Feb  5 14:36:03 2023,1675596935,3.59,345.39,-10405.1
